Region,Country,Item_Type,Sales_Channel,Order_Priority,Order_Date,Order_ID,Ship_Date,Units_Sold,Unit_Price,Unit_Cost,Total_Revenue,Total_Cost,Total_Profit
Asia,India,Office Supplies,Offline,H,5/21/2010,288218867,6/24/2010,9223,651.21,524.96,6006110.0,4841706.0,1164403.8
Asia,India,Personal Care,Online,L,10/27/2011,477032220,11/6/2011,3289,81.73,56.67,268809.97,186387.62,82422.34
Asia,India,Cosmetics,Offline,H,10/28/2015,740325582,12/2/2015,7646,437.2,263.33,3342831.2,2013421.1,1329410.0
Asia,India,Baby Food,Online,C,9/10/2015,513264358,10/23/2015,5184,255.28,159.42,1323371.5,826433.25,496938.25
Asia,India,Cereal,Offline,M,10/31/2013,285667979,11/29/2013,4358,205.7,117.11,896440.6,510365.38,386075.22
Asia,India,Fruits,Offline,H,4/1/2016,232228934,4/4/2016,557,9.33,6.92,5196.81,3854.44,1342.37
Asia,India,Cereal,Offline,M,1/9/2014,568423020,2/27/2014,7858,205.7,117.11,1616390.6,920250.4,696140.25
Asia,India,Personal Care,Offline,H,11/7/2015,403736674,11/27/2015,3509,81.73,56.67,286790.56,198855.03,87935.54
Asia,India,Clothes,Offline,C,4/22/2013,495860040,5/7/2013,4860,109.28,35.84,531100.8,174182.4,356918.4
Asia,India,Meat,Online,L,12/15/2014,539843547,1/12/2015,557,421.89,364.69,234992.73,203132.33,31860.4
Asia,India,Office Supplies,Offline,H,8/1/2012,113864123,8/12/2012,3779,651.21,524.96,2460922.5,1983823.9,477098.75
Asia,India,Household,Online,H,10/19/2012,147405040,11/25/2012,9282,668.27,502.54,6202882.0,4664576.5,1538305.9
Asia,India,Baby Food,Online,L,3/26/2015,672765672,5/8/2015,5167,255.28,159.42,1319031.8,823723.1,495308.62
Asia,India,Cosmetics,Offline,H,4/4/2015,795681655,4/29/2015,8738,437.2,263.33,3820253.5,2300977.5,1519276.0
Asia,India,Snacks,Online,M,2/20/2016,762338149,3/25/2016,1654,152.58,97.44,252367.31,161165.77,91201.56
Asia,India,Cosmetics,Offline,L,9/4/2011,658546102,9/12/2011,7281,437.2,263.33,3183253.2,1917305.8,1265947.5
Asia,India,Meat,Offline,C,2/11/2014,728023040,2/26/2014,7051,421.89,364.69,2974746.5,2571429.2,403317.2
Asia,India,Cereal,Online,H,2/21/2016,302833259,3/29/2016,3946,205.7,117.11,811692.2,462116.06,349576.12
Asia,India,Personal Care,Online,H,3/22/2017,183735883,4/28/2017,386,81.73,56.67,31547.78,21874.62,9673.16
Asia,India,Fruits,Online,L,11/27/2016,577540814,12/21/2016,6016,9.33,6.92,56129.28,41630.72,14498.56
Asia,India,Office Supplies,Offline,M,1/19/2014,231834113,2/23/2014,3721,651.21,524.96,2423152.5,1953376.1,469776.25
Asia,India,Beverages,Offline,C,12/28/2016,340333116,2/15/2017,987,47.45,31.79,46833.15,31376.73,15456.42
Asia,India,Meat,Offline,C,11/29/2015,372055709,12/26/2015,8407,421.89,364.69,3546829.2,3065948.8,480880.4
Asia,India,Office Supplies,Online,M,5/8/2014,618734395,5/20/2014,6112,651.21,524.96,3980195.5,3208555.5,771640.0
Asia,India,Household,Online,L,3/2/2010,298365342,3/20/2010,1790,668.27,502.54,1196203.2,899546.6,296656.7
Asia,India,Baby Food,Online,M,6/7/2014,159468543,7/13/2014,9140,255.28,159.42,2333259.2,1457098.8,876160.4
Asia,India,Vegetables,Offline,H,2/8/2016,964243686,2/26/2016,9989,154.06,90.93,1538905.4,908299.75,630605.56
Asia,India,Meat,Online,H,10/14/2014,839509379,11/22/2014,8336,421.89,364.69,3516875.0,3040055.8,476819.2
Asia,India,Baby Food,Offline,H,5/23/2014,773570382,5/31/2014,5521,255.28,159.42,1409400.9,880157.8,529243.06
Asia,India,Personal Care,Offline,M,3/9/2012,682179582,3/29/2012,953,81.73,56.67,77888.69,54006.51,23882.18
Asia,India,Office Supplies,Offline,M,12/1/2010,256397569,1/8/2011,2593,651.21,524.96,1688587.5,1361221.2,327366.25
Asia,India,Snacks,Online,H,7/12/2014,191627585,7/31/2014,5716,152.58,97.44,872147.25,556967.06,315180.25
Asia,India,Snacks,Offline,M,8/10/2010,369068372,8/28/2010,4388,152.58,97.44,669521.06,427566.72,241954.31
Asia,India,Personal Care,Online,M,6/15/2017,665014302,6/28/2017,1365,81.73,56.67,111561.45,77354.55,34206.9
Asia,India,Cosmetics,Online,H,8/31/2011,214429795,9/7/2011,3396,437.2,263.33,1484731.2,894268.7,590462.5
Asia,India,Office Supplies,Offline,M,1/27/2010,135144126,1/30/2010,1005,651.21,524.96,654466.06,527584.8,126881.25
Asia,India,Cereal,Online,H,2/14/2017,567394340,3/26/2017,3449,205.7,117.11,709459.3,403912.38,305546.9
Asia,India,Cosmetics,Online,M,8/29/2014,331314027,10/8/2014,2038,437.2,263.33,891013.6,536666.56,354347.06
Asia,India,Cosmetics,Online,M,3/19/2012,170841109,4/2/2012,4536,437.2,263.33,1983139.2,1194464.9,788674.3
Asia,India,Cereal,Offline,M,4/1/2012,234681117,5/12/2012,6213,205.7,117.11,1278014.1,727604.44,550409.7
Asia,India,Clothes,Online,C,9/16/2011,369265782,9/18/2011,2806,109.28,35.84,306639.7,100567.04,206072.64
Asia,India,Baby Food,Online,C,12/4/2013,995768868,12/16/2013,8991,255.28,159.42,2295222.5,1433345.2,861877.25
Asia,India,Fruits,Online,C,2/20/2016,806025540,4/4/2016,9724,9.33,6.92,90724.92,67290.08,23434.84
Asia,India,Personal Care,Online,C,6/2/2010,855251157,6/19/2010,6678,81.73,56.67,545792.94,378442.25,167350.69
Asia,India,Fruits,Offline,L,7/29/2013,997291076,8/5/2013,9446,9.33,6.92,88131.18,65366.32,22764.86
Asia,India,Office Supplies,Online,C,1/3/2015,964046275,2/6/2015,1571,651.21,524.96,1023050.94,824712.2,198338.75
Asia,India,Snacks,Offline,H,8/24/2013,993908917,9/22/2013,8590,152.58,97.44,1310662.2,837009.6,473652.6
Asia,India,Cereal,Offline,H,3/8/2015,755376422,4/20/2015,1524,205.7,117.11,313486.8,178475.64,135011.16
Asia,India,Household,Online,H,1/14/2015,936890304,2/24/2015,5515,668.27,502.54,3685509.0,2771508.0,914000.94
Asia,India,Cereal,Online,M,6/11/2013,770229852,6/27/2013,6984,205.7,117.11,1436608.8,817896.25,618712.56
Asia,India,Clothes,Offline,C,8/14/2015,647708690,8/16/2015,250,109.28,35.84,27320.0,8960.0,18360.0
Asia,India,Fruits,Online,M,6/15/2010,788028991,6/27/2010,4145,9.33,6.92,38672.85,28683.4,9989.45
Asia,India,Meat,Offline,M,7/28/2012,260314881,9/4/2012,1813,421.89,364.69,764886.56,661183.0,103703.6
Asia,India,Cosmetics,Online,H,7/19/2017,959297692,7/28/2017,6360,437.2,263.33,2780592.0,1674778.8,1105813.2
Asia,India,Vegetables,Offline,L,9/18/2015,941992080,11/6/2015,5244,154.06,90.93,807890.6,476836.9,331053.72
Asia,India,Office Supplies,Offline,C,1/23/2010,591027820,1/24/2010,7121,651.21,524.96,4637266.5,3738240.2,899026.25
Asia,India,Household,Online,L,6/23/2017,875305068,7/9/2017,1076,668.27,502.54,719058.5,540733.06,178325.48
Asia,India,Beverages,Offline,H,4/30/2012,278607547,5/21/2012,5019,47.45,31.79,238151.55,159554.02,78597.54
Asia,India,Personal Care,Online,L,5/3/2013,425016677,5/15/2013,734,81.73,56.67,59989.82,41595.78,18394.04
Asia,India,Beverages,Offline,M,10/11/2013,408344924,11/22/2013,7192,47.45,31.79,341260.4,228633.69,112626.72
Asia,India,Clothes,Online,L,4/17/2015,728459489,5/7/2015,6206,109.28,35.84,678191.7,222423.05,455768.62
Asia,India,Cereal,Online,C,7/14/2010,547200095,8/22/2010,7523,205.7,117.11,1547481.1,881018.5,666462.56
Asia,India,Fruits,Offline,M,4/22/2013,452172648,4/27/2013,6790,9.33,6.92,63350.7,46986.8,16363.9
Asia,India,Beverages,Online,L,1/31/2015,370097053,2/27/2015,8797,47.45,31.79,417417.66,279656.62,137761.02
Asia,India,Fruits,Offline,H,4/10/2014,443745791,4/10/2014,3096,9.33,6.92,28885.68,21424.32,7461.36
Asia,India,Personal Care,Online,L,9/6/2012,586518275,10/24/2012,2646,81.73,56.67,216257.58,149948.81,66308.76
Asia,India,Baby Food,Offline,H,5/11/2010,624807775,6/28/2010,3360,255.28,159.42,857740.8,535651.2,322089.6
Asia,India,Vegetables,Online,L,10/7/2016,346858394,11/11/2016,1961,154.06,90.93,302111.66,178313.73,123797.93
Asia,India,Office Supplies,Offline,L,8/14/2014,263852822,8/29/2014,8768,651.21,524.96,5709809.5,4602849.5,1106960.0
Asia,India,Cereal,Offline,H,9/13/2016,925419032,10/29/2016,911,205.7,117.11,187392.7,106687.21,80705.49
Asia,India,Fruits,Online,L,2/11/2016,595734775,3/23/2016,13,9.33,6.92,121.29,89.96,31.33
Asia,India,Vegetables,Online,C,3/21/2010,897317636,4/5/2010,5084,154.06,90.93,783241.06,462288.12,320952.9
Asia,India,Household,Online,H,2/19/2014,850939023,4/8/2014,622,668.27,502.54,415663.94,312579.88,103084.06
Asia,India,Personal Care,Offline,C,2/11/2014,640648257,3/28/2014,911,81.73,56.67,74456.03,51626.37,22829.66
Asia,India,Vegetables,Offline,H,3/12/2012,685800778,3/30/2012,2545,154.06,90.93,392082.7,231416.84,160665.84
Asia,India,Baby Food,Offline,L,4/14/2016,977631986,5/12/2016,1885,255.28,159.42,481202.8,300506.7,180696.1
Asia,India,Snacks,Offline,M,7/11/2016,277776277,8/27/2016,9028,152.58,97.44,1377492.2,879688.3,497803.9
Asia,India,Vegetables,Offline,M,7/8/2017,130141055,7/20/2017,485,154.06,90.93,74719.1,44101.05,30618.05
Asia,India,Beverages,Online,M,12/11/2014,139414632,1/17/2015,4743,47.45,31.79,225055.34,150779.97,74275.38
Asia,India,Meat,Online,C,7/18/2016,134946715,8/5/2016,2587,421.89,364.69,1091429.4,943453.0,147976.4
Asia,India,Vegetables,Online,H,2/16/2013,835592067,3/26/2013,9116,154.06,90.93,1404411.0,828917.9,575493.06
Asia,India,Beverages,Offline,C,1/17/2017,392405736,2/14/2017,432,47.45,31.79,20498.4,13733.28,6765.12
Asia,India,Personal Care,Online,M,5/25/2016,360147988,6/21/2016,4648,81.73,56.67,379881.03,263402.16,116478.88
Asia,India,Personal Care,Online,L,7/23/2016,801121175,8/12/2016,8413,81.73,56.67,687594.5,476764.72,210829.78
Asia,India,Household,Offline,H,5/17/2016,962482440,5/19/2016,8797,668.27,502.54,5878771.0,4420844.5,1457926.8
Asia,India,Baby Food,Online,C,6/11/2010,518662250,6/14/2010,2540,255.28,159.42,648411.2,404926.8,243484.4
Asia,India,Household,Offline,C,2/22/2012,986848485,3/14/2012,9252,668.27,502.54,6182834.0,4649500.0,1533334.0
Asia,India,Snacks,Online,C,11/18/2010,236244952,12/9/2010,8986,152.58,97.44,1371083.9,875595.8,495488.03
Asia,India,Vegetables,Offline,M,12/8/2011,584798657,12/25/2011,3773,154.06,90.93,581268.4,343078.88,238189.48
Asia,India,Office Supplies,Online,M,6/5/2011,826910722,6/22/2011,113,651.21,524.96,73586.73,59320.48,14266.25
Asia,India,Cereal,Online,H,12/24/2015,146615397,2/11/2016,5609,205.7,117.11,1153771.2,656870.0,496901.3
Asia,India,Household,Offline,M,2/19/2012,542732179,3/10/2012,5367,668.27,502.54,3586605.0,2697132.2,889472.94
Asia,India,Clothes,Online,H,3/31/2014,867709481,5/6/2014,3373,109.28,35.84,368601.44,120888.32,247713.12
Asia,India,Baby Food,Offline,H,6/7/2011,105281484,6/14/2011,3985,255.28,159.42,1017290.8,635288.7,382002.1
Asia,India,Meat,Online,H,5/26/2014,361374080,6/15/2014,7476,421.89,364.69,3154049.8,2726422.5,427627.2
Asia,India,Snacks,Online,M,10/4/2013,420112311,11/12/2013,9424,152.58,97.44,1437913.9,918274.56,519639.38
Asia,India,Office Supplies,Online,M,11/1/2011,417956244,11/5/2011,1396,651.21,524.96,909089.2,732844.2,176245.0
Asia,India,Cereal,Offline,H,11/10/2011,497184836,12/6/2011,6896,205.7,117.11,1418507.2,807590.56,610916.6
Asia,India,Clothes,Online,H,6/14/2017,355581367,7/25/2017,3283,109.28,35.84,358766.25,117662.72,241103.52
Asia,India,Vegetables,Offline,H,5/1/2010,323521029,5/26/2010,5917,154.06,90.93,911573.0,538032.8,373540.22
Asia,India,Beverages,Online,M,3/28/2010,841862857,4/4/2010,4782,47.45,31.79,226905.9,152019.78,74886.12
Asia,India,Snacks,Offline,L,9/16/2013,590097844,9/26/2013,1920,152.58,97.44,292953.6,187084.8,105868.8
Asia,India,Office Supplies,Offline,L,1/31/2012,887467277,3/4/2012,143,651.21,524.96,93123.03,75069.28,18053.75
Asia,India,Household,Offline,M,11/28/2011,283511912,1/12/2012,6330,668.27,502.54,4230149.0,3181078.2,1049070.9
Asia,India,Clothes,Offline,L,6/17/2017,799697673,7/30/2017,7167,109.28,35.84,783209.75,256865.28,526344.5
Asia,India,Vegetables,Online,L,9/20/2014,430695235,10/18/2014,1146,154.06,90.93,176552.77,104205.78,72346.98
Asia,India,Clothes,Online,M,6/8/2016,249238431,6/20/2016,4045,109.28,35.84,442037.6,144972.8,297064.8
Asia,India,Beverages,Online,C,9/18/2013,812155997,9/29/2013,3862,47.45,31.79,183251.9,122772.98,60478.92
Asia,India,Snacks,Offline,M,1/30/2011,963116300,3/13/2011,6370,152.58,97.44,971934.6,620692.8,351241.8
Asia,India,Office Supplies,Online,C,10/9/2012,174561011,11/8/2012,5337,651.21,524.96,3475507.8,2801711.5,673796.25
Asia,India,Clothes,Online,C,4/9/2013,432020032,5/18/2013,3183,109.28,35.84,347838.25,114078.72,233759.52
Asia,India,Clothes,Offline,M,1/18/2016,733800303,3/7/2016,6671,109.28,35.84,729006.9,239088.64,489918.25
Asia,India,Cosmetics,Offline,H,8/31/2012,467223489,9/13/2012,668,437.2,263.33,292049.6,175904.44,116145.16
Asia,India,Clothes,Online,H,6/4/2010,989934527,7/22/2010,2480,109.28,35.84,271014.4,88883.2,182131.2
Asia,India,Clothes,Offline,M,6/21/2016,313078439,7/30/2016,5722,109.28,35.84,625300.2,205076.48,420223.7
Asia,India,Office Supplies,Offline,L,9/13/2013,102294147,11/1/2013,9966,651.21,524.96,6489959.0,5231751.5,1258207.5
Asia,India,Office Supplies,Online,H,9/15/2011,916145455,10/6/2011,6654,651.21,524.96,4333151.5,3493083.8,840067.5
Asia,India,Beverages,Offline,H,1/27/2014,485812270,3/17/2014,1501,47.45,31.79,71222.45,47716.79,23505.66
Asia,India,Fruits,Online,L,4/20/2015,316263186,5/22/2015,8160,9.33,6.92,76132.8,56467.2,19665.6
Asia,India,Beverages,Online,C,8/16/2012,443449676,10/4/2012,5468,47.45,31.79,259456.6,173827.72,85628.88
Asia,India,Office Supplies,Offline,M,11/26/2015,827939403,12/22/2015,4523,651.21,524.96,2945422.8,2374394.0,571028.75
Asia,India,Clothes,Offline,L,3/22/2015,688154256,4/29/2015,8991,109.28,35.84,982536.5,322237.44,660299.06
Asia,India,Office Supplies,Online,C,7/4/2012,751500737,8/1/2012,4623,651.21,524.96,3010543.8,2426890.0,583653.75
Asia,India,Cereal,Offline,L,5/10/2012,623581683,5/14/2012,532,205.7,117.11,109432.4,62302.52,47129.88
Asia,India,Personal Care,Online,M,4/23/2016,244235360,5/14/2016,3525,81.73,56.67,288098.25,199761.75,88336.5
Asia,India,Cosmetics,Online,H,4/20/2013,317489278,5/15/2013,987,437.2,263.33,431516.4,259906.7,171609.69
Asia,India,Snacks,Online,C,12/21/2011,604951274,1/24/2012,7380,152.58,97.44,1126040.4,719107.2,406933.2
Asia,India,Snacks,Offline,H,11/9/2016,419083631,12/9/2016,5014,152.58,97.44,765036.1,488564.16,276471.97
Asia,India,Personal Care,Online,L,7/6/2013,632164323,7/14/2013,326,81.73,56.67,26643.98,18474.42,8169.56
Asia,India,Office Supplies,Online,H,1/5/2015,286104428,2/8/2015,3513,651.21,524.96,2287700.8,1844184.5,443516.25
Asia,India,Beverages,Offline,H,7/24/2017,284977042,8/1/2017,9894,47.45,31.79,469470.3,314530.25,154940.05
Asia,India,Cosmetics,Offline,H,2/14/2012,732870328,2/21/2012,1471,437.2,263.33,643121.2,387358.44,255762.77
Asia,India,Personal Care,Online,M,10/15/2013,721399056,10/27/2013,6867,81.73,56.67,561239.94,389152.88,172087.02
Asia,India,Vegetables,Offline,H,2/14/2011,305327069,2/23/2011,1920,154.06,90.93,295795.2,174585.6,121209.6
Asia,India,Household,Online,C,12/20/2012,132494533,1/21/2013,6931,668.27,502.54,4631779.5,3483104.8,1148674.6
Asia,India,Snacks,Offline,M,12/12/2015,479583108,12/26/2015,8154,152.58,97.44,1244137.4,794525.75,449611.56
Asia,India,Office Supplies,Offline,M,1/23/2012,677176511,2/21/2012,433,651.21,524.96,281973.94,227307.69,54666.25
Asia,India,Vegetables,Online,C,2/8/2017,932282054,2/27/2017,1832,154.06,90.93,282237.9,166583.77,115654.16
Asia,India,Beverages,Online,L,4/7/2011,429624927,5/11/2011,4418,47.45,31.79,209634.1,140448.22,69185.88
Asia,India,Meat,Offline,H,8/2/2016,420844876,9/17/2016,6206,421.89,364.69,2618249.2,2263266.2,354983.2
Asia,India,Fruits,Online,L,5/4/2010,855012118,6/21/2010,5941,9.33,6.92,55429.53,41111.72,14317.81
Asia,India,Office Supplies,Offline,L,3/12/2014,684574687,4/6/2014,9718,651.21,524.96,6328459.0,5101561.5,1226897.5
Asia,India,Snacks,Offline,L,1/2/2012,446733129,1/11/2012,7115,152.58,97.44,1085606.8,693285.6,392321.1
Asia,India,Cereal,Offline,H,1/14/2014,334597480,1/14/2014,3685,205.7,117.11,758004.5,431550.34,326454.16
Asia,India,Snacks,Online,L,8/25/2010,654966533,10/10/2010,8007,152.58,97.44,1221708.0,780202.06,441505.97
Asia,India,Vegetables,Offline,H,3/23/2010,219375789,4/8/2010,7026,154.06,90.93,1082425.5,638874.2,443551.38
Asia,India,Personal Care,Offline,C,8/7/2011,439870107,9/12/2011,6194,81.73,56.67,506235.62,351013.97,155221.64
Asia,India,Meat,Offline,M,6/15/2017,752389085,7/19/2017,7505,421.89,364.69,3166284.5,2736998.5,429286.0
Asia,India,Beverages,Online,L,1/8/2011,994797265,2/12/2011,1472,47.45,31.79,69846.4,46794.88,23051.52
Asia,India,Meat,Offline,L,12/31/2012,961651170,1/29/2013,2806,421.89,364.69,1183823.4,1023320.1,160503.2
Asia,India,Household,Offline,L,10/23/2013,931689822,11/7/2013,6577,668.27,502.54,4395212.0,3305205.5,1090006.2
Asia,India,Cereal,Offline,C,7/24/2014,758659875,7/27/2014,3171,205.7,117.11,652274.7,371355.8,280918.88
Asia,India,Baby Food,Online,M,11/22/2010,592986476,11/23/2010,6731,255.28,159.42,1718289.6,1073056.0,645233.7
Asia,India,Cosmetics,Offline,L,3/15/2013,657460343,4/2/2013,5981,437.2,263.33,2614893.2,1574976.8,1039916.5
Asia,India,Fruits,Online,M,4/18/2014,654036557,4/22/2014,2806,9.33,6.92,26179.98,19417.52,6762.46
Asia,India,Meat,Online,L,3/23/2015,184961974,4/22/2015,3213,421.89,364.69,1355532.6,1171749.0,183783.6
Asia,India,Personal Care,Offline,M,5/19/2012,877559840,6/6/2012,8313,81.73,56.67,679421.5,471097.72,208323.78
Asia,India,Clothes,Online,H,3/19/2010,718946874,4/13/2010,1211,109.28,35.84,132338.08,43402.24,88935.84
Asia,India,Baby Food,Offline,C,6/19/2015,254044091,7/7/2015,6147,255.28,159.42,1569206.1,979954.75,589251.44
Asia,India,Meat,Online,L,10/8/2015,819315135,11/14/2015,2410,421.89,364.69,1016754.9,878902.9,137852.0
Asia,India,Cosmetics,Offline,C,7/17/2012,990090310,9/2/2012,8580,437.2,263.33,3751176.0,2259371.5,1491804.6
Asia,India,Meat,Offline,M,9/17/2015,545184361,9/23/2015,1023,421.89,364.69,431593.47,373077.88,58515.6
Asia,India,Snacks,Offline,C,9/22/2011,357498395,9/27/2011,574,152.58,97.44,87580.92,55930.56,31650.36
Asia,India,Vegetables,Offline,L,6/19/2011,300183665,7/4/2011,9872,154.06,90.93,1520880.4,897660.94,623219.4
Asia,India,Meat,Online,M,4/16/2012,849021995,5/19/2012,3330,421.89,364.69,1404893.8,1214417.8,190476.0
Asia,India,Clothes,Offline,L,10/28/2015,696638190,11/21/2015,9576,109.28,35.84,1046465.25,343203.84,703261.44
Asia,India,Fruits,Online,M,11/11/2010,291699731,12/10/2010,9287,9.33,6.92,86647.71,64266.04,22381.67
Asia,India,Cereal,Offline,M,6/24/2013,834069859,8/6/2013,8661,205.7,117.11,1781567.8,1014289.7,767278.0
Asia,India,Fruits,Online,H,9/20/2011,179127633,10/5/2011,6702,9.33,6.92,62529.66,46377.84,16151.82
Asia,India,Clothes,Online,L,4/8/2017,516942632,5/1/2017,3667,109.28,35.84,400729.75,131425.28,269304.47
Asia,India,Fruits,Online,C,9/25/2016,592451322,10/25/2016,8366,9.33,6.92,78054.78,57892.72,20162.06
Asia,India,Cosmetics,Online,C,6/5/2010,355680072,6/13/2010,2492,437.2,263.33,1089502.4,656218.4,433284.03
Asia,India,Beverages,Offline,H,12/17/2015,245757567,1/2/2016,3980,47.45,31.79,188851.0,126524.2,62326.8
Asia,India,Snacks,Online,H,8/4/2012,689042603,9/17/2012,1873,152.58,97.44,285782.34,182505.12,103277.22
Asia,India,Office Supplies,Offline,L,12/17/2016,542238652,1/19/2017,9322,651.21,524.96,6070579.5,4893677.0,1176902.5
Asia,India,Vegetables,Online,C,11/23/2012,354313647,12/5/2012,8137,154.06,90.93,1253586.2,739897.44,513688.8
Asia,India,Clothes,Offline,C,6/18/2012,374606597,7/19/2012,3271,109.28,35.84,357454.88,117232.64,240222.23
Asia,India,Snacks,Online,C,3/1/2016,294687068,4/8/2016,3307,152.58,97.44,504582.06,322234.1,182347.98
Asia,India,Cereal,Online,M,6/13/2014,147701156,7/22/2014,6909,205.7,117.11,1421181.2,809113.0,612068.3
Asia,India,Meat,Offline,C,8/17/2010,313613593,8/27/2010,4086,421.89,364.69,1723842.5,1490123.4,233719.2
Asia,India,Beverages,Offline,H,3/26/2010,619804704,4/2/2010,2840,47.45,31.79,134758.0,90283.6,44474.4
Asia,India,Fruits,Offline,H,2/10/2014,287527930,2/22/2014,4759,9.33,6.92,44401.47,32932.28,11469.19
Asia,India,Fruits,Online,M,8/21/2015,679628694,9/6/2015,6088,9.33,6.92,56801.04,42128.96,14672.08
Asia,India,Baby Food,Online,L,1/10/2013,537687480,2/23/2013,2529,255.28,159.42,645603.1,403173.2,242429.94
Asia,India,Snacks,Online,M,5/9/2017,323422324,5/16/2017,6708,152.58,97.44,1023506.6,653627.5,369879.12
Asia,India,Office Supplies,Offline,L,4/25/2017,893836772,5/15/2017,5019,651.21,524.96,3268423.0,2634774.2,633648.75
Asia,India,Cosmetics,Offline,C,4/3/2010,148532426,4/16/2010,2900,437.2,263.33,1267880.0,763657.0,504223.0
Asia,India,Snacks,Online,H,11/21/2015,205452334,12/25/2015,6766,152.58,97.44,1032356.25,659279.06,373077.25
Asia,India,Office Supplies,Online,H,3/5/2010,917231214,3/16/2010,7954,651.21,524.96,5179724.5,4175531.8,1004192.5
Asia,India,Office Supplies,Online,H,8/4/2014,644129121,9/13/2014,976,651.21,524.96,635580.94,512360.97,123220.0
Asia,India,Clothes,Online,H,7/27/2011,510713469,9/4/2011,320,109.28,35.84,34969.6,11468.8,23500.8
Asia,India,Beverages,Offline,H,9/20/2013,134214150,10/1/2013,5804,47.45,31.79,275399.8,184509.16,90890.64
Asia,India,Personal Care,Offline,H,8/8/2012,914721953,9/20/2012,5408,81.73,56.67,441995.84,306471.38,135524.48
Asia,India,Cosmetics,Online,M,5/12/2014,844413745,5/23/2014,9647,437.2,263.33,4217668.5,2540344.5,1677323.9
Asia,India,Office Supplies,Online,C,7/31/2012,791805970,8/10/2012,1837,651.21,524.96,1196272.8,964351.5,231921.25
Asia,India,Clothes,Online,H,3/29/2017,984593713,4/17/2017,2014,109.28,35.84,220089.92,72181.76,147908.16
Asia,India,Meat,Offline,H,10/27/2014,903349387,11/11/2014,13,421.89,364.69,5484.57,4740.97,743.6
Asia,India,Personal Care,Offline,H,3/15/2017,195503270,4/18/2017,2617,81.73,56.67,213887.4,148305.39,65582.02
Asia,India,Baby Food,Offline,L,11/19/2016,764057767,12/2/2016,527,255.28,159.42,134532.56,84014.34,50518.22
Asia,India,Personal Care,Online,M,11/1/2016,890355908,11/25/2016,4954,81.73,56.67,404890.4,280743.2,124147.24
Asia,India,Clothes,Online,M,10/15/2016,688211333,11/3/2016,5882,109.28,35.84,642784.94,210810.88,431974.1
Asia,India,Cereal,Online,C,7/2/2015,230509316,7/26/2015,1684,205.7,117.11,346398.8,197213.23,149185.56
Asia,India,Meat,Online,L,4/28/2010,604655158,5/30/2010,9753,421.89,364.69,4114693.2,3556821.5,557871.6
Asia,India,Cosmetics,Offline,L,5/4/2011,295180594,5/28/2011,9352,437.2,263.33,4088694.5,2462662.2,1626032.2
Asia,India,Snacks,Offline,C,11/18/2011,576413428,1/6/2012,2397,152.58,97.44,365734.25,233563.69,132170.58
Asia,India,Cosmetics,Offline,M,5/9/2011,961355054,6/5/2011,5179,437.2,263.33,2264258.8,1363786.1,900472.75
Asia,India,Beverages,Offline,C,4/2/2012,916244161,5/10/2012,5863,47.45,31.79,278199.34,186384.77,91814.58
Asia,India,Fruits,Offline,L,9/24/2016,370393168,10/23/2016,6424,9.33,6.92,59935.92,44454.08,15481.84
Asia,India,Vegetables,Online,L,3/15/2011,877123391,3/28/2011,9158,154.06,90.93,1410881.5,832736.94,578144.56
Asia,India,Office Supplies,Online,H,1/21/2012,455118358,2/19/2012,8491,651.21,524.96,5529424.0,4457435.5,1071988.8
Asia,India,Vegetables,Online,C,7/20/2014,445605742,8/23/2014,3496,154.06,90.93,538593.75,317891.28,220702.48
Asia,India,Clothes,Online,M,1/2/2015,195108449,1/17/2015,5781,109.28,35.84,631747.7,207191.05,424556.62
Asia,India,Vegetables,Online,L,9/26/2013,166134154,10/21/2013,1643,154.06,90.93,253120.58,149397.98,103722.59
Asia,India,Household,Offline,L,4/17/2010,390743196,5/17/2010,8450,668.27,502.54,5646881.5,4246463.0,1400418.5
Asia,India,Cosmetics,Online,C,4/5/2013,931591117,5/24/2013,7368,437.2,263.33,3221289.5,1940215.5,1281074.1
Asia,India,Snacks,Online,H,3/9/2016,592352616,3/21/2016,9157,152.58,97.44,1397175.0,892258.06,504916.97
Asia,India,Cosmetics,Offline,L,6/15/2014,282384526,7/3/2014,2711,437.2,263.33,1185249.2,713887.6,471361.56
Asia,India,Snacks,Online,C,10/15/2014,292629706,11/4/2014,4488,152.58,97.44,684779.06,437310.72,247468.31
Asia,India,Cereal,Offline,M,6/25/2017,241050612,7/23/2017,1088,205.7,117.11,223801.6,127415.68,96385.92
Asia,India,Office Supplies,Online,L,8/1/2014,200012814,9/9/2014,7091,651.21,524.96,4617730.0,3722491.2,895238.75
Asia,India,Office Supplies,Online,M,9/16/2016,885352838,10/20/2016,4434,651.21,524.96,2887465.2,2327672.8,559792.5
Asia,India,Baby Food,Offline,L,3/8/2013,756602513,4/13/2013,4352,255.28,159.42,1110978.5,693795.8,417182.72
Asia,India,Vegetables,Offline,L,4/20/2014,876094710,4/24/2014,4748,154.06,90.93,731476.9,431735.62,299741.25
Asia,India,Vegetables,Offline,C,1/8/2014,786859977,1/9/2014,8208,154.06,90.93,1264524.5,746353.44,518171.03
Asia,India,Cosmetics,Online,M,8/14/2011,384415328,9/11/2011,5893,437.2,263.33,2576419.5,1551803.8,1024615.94
